timestamp,vibration_x,vibration_z,temperature
14:00:01,1.2,2.5,45
14:00:02,1.2,2.5,45
14:00:03,1.2,2.5,45
14:00:04,1.2,2.5,45
14:00:05,1.2,2.5,45
14:00:06,1.2,2.5,45
14:00:07,1.2,2.5,45
14:00:08,1.2,2.5,45
14:00:09,1.2,2.5,45
14:00:10,1.2,2.5,45
14:00:11,1.2,2.5,45
14:00:12,1.2,2.5,45
14:00:13,1.2,2.5,45
14:00:14,1.2,2.5,45
14:00:15,1.2,2.5,45
14:00:16,1.2,2.5,45
14:00:17,1.2,2.5,45
14:00:18,1.2,2.5,45
14:00:19,1.2,2.5,45
14:00:20,1.2,2.5,45
14:00:21,1.2,2.5,45
14:00:22,1.2,2.5,45
14:00:23,1.2,2.5,45
14:00:24,1.2,2.5,45
14:00:25,1.2,2.5,45
14:00:26,1.2,2.5,45
14:00:27,1.2,2.5,45
14:00:28,1.2,2.5,45
14:00:29,1.2,2.5,45
14:00:30,1.2,2.5,45
14:00:31,1.2,2.5,45
14:00:32,1.2,2.5,45
14:00:33,1.2,2.5,45
14:00:34,1.2,2.5,45
14:00:35,1.2,2.5,45
14:00:36,1.2,2.5,45
14:00:37,1.2,2.5,45
14:00:38,1.2,2.5,45
14:00:39,1.2,2.5,45
14:00:40,1.2,2.5,45
14:00:41,1.2,2.5,45
14:00:42,1.2,2.5,45
14:00:43,1.2,2.5,45
14:00:44,1.2,2.5,45
14:00:45,1.2,2.5,45
14:00:46,1.2,2.5,45
14:00:47,1.2,2.5,45
14:00:48,1.2,2.5,45
14:00:49,1.2,2.5,45
14:00:50,1.2,2.5,45
14:00:51,1.2,2.5,45
14:00:52,1.2,2.5,45
14:00:53,1.2,2.5,45
14:00:54,1.2,2.5,45
14:00:55,1.2,2.5,45
14:00:56,1.2,2.5,45
14:00:57,1.2,2.5,45
14:00:58,1.2,2.5,45
14:00:59,1.2,2.5,45
14:01:00,1.2,2.5,45
14:01:01,1.2,2.5,45
14:01:02,1.2,2.5,45
14:01:03,1.2,2.5,45
14:01:04,1.2,2.5,45
14:01:05,1.2,2.5,45
14:01:06,1.2,2.5,45
14:01:07,1.2,2.5,45
14:01:08,1.2,2.5,45
14:01:09,1.2,2.5,45
14:01:10,1.2,2.5,45
14:01:11,1.2,2.5,45
14:01:12,1.2,2.5,45
14:01:13,1.2,2.5,45
14:01:14,1.2,2.5,45
14:01:15,1.2,2.5,45
14:01:16,1.2,2.5,45
14:01:17,1.2,2.5,45
14:01:18,1.2,2.5,45
14:01:19,1.2,2.5,45
14:01:20,1.2,2.5,45
14:01:21,1.2,2.5,45
14:01:22,1.2,2.5,45
14:01:23,1.2,2.5,45
14:01:24,1.2,2.5,45
14:01:25,1.2,2.5,45
14:01:26,1.2,2.5,45
14:01:27,1.2,2.5,45
14:01:28,1.2,2.5,45
14:01:29,1.2,2.5,45
14:01:30,1.2,2.5,45
14:01:31,1.2,2.5,45
14:01:32,1.2,2.5,45
14:01:33,1.2,2.5,45
14:01:34,1.2,2.5,45
14:01:35,1.2,2.5,45
14:01:36,1.2,2.5,45
14:01:37,1.2,2.5,45
14:01:38,1.2,2.5,45
14:01:39,1.2,2.5,45
14:01:40,1.2,2.5,45
14:01:41,1.2,2.5,45
14:01:42,1.2,2.5,45
14:01:43,1.2,2.5,45
14:01:44,1.2,2.5,45
14:01:45,1.2,2.5,45
14:01:46,1.2,2.5,45
14:01:47,1.2,2.5,45
14:01:48,1.2,2.5,45
14:01:49,1.2,2.5,45
14:01:50,1.2,2.5,45
14:01:51,1.2,2.5,45
14:01:52,1.6,3,60
14:01:53,1.6,3,60
14:01:54,1.6,3,60
14:01:55,1.6,3,60
14:01:56,1.6,3,60
14:01:57,1.6,3,60
14:01:58,1.6,3,60
14:01:59,1.6,3,60
14:02:00,1.6,3,60
14:02:01,1.6,3,60
14:02:02,1.6,3,60
14:02:03,1.6,3,60
14:02:04,1.6,3,60
14:02:05,1.6,3,60
14:02:06,1.6,3,60
14:02:07,1.6,3,60
14:02:08,1.6,3,60
14:02:09,1.6,3,60
14:02:10,1.6,3,60
14:02:11,1.6,3,60
14:02:12,1.6,3,60
14:02:13,1.2,2.5,45
14:02:14,1.2,2.5,45
14:02:15,1.2,2.5,45
14:02:16,1.2,2.5,45
14:02:17,1.2,2.5,45
14:02:18,1.2,2.5,45
14:02:19,1.2,2.5,45
14:02:20,1.2,2.5,45
14:02:21,1.2,2.5,45
14:02:22,1.2,2.5,45
14:02:23,1.2,2.5,45
14:02:24,1.2,2.5,45
14:02:25,1.2,2.5,45
14:02:26,1.2,2.5,45
14:02:27,1.2,2.5,45
14:02:28,1.2,2.5,45
14:02:29,1.2,2.5,45
14:02:30,1.2,2.5,45
14:02:31,1.2,2.5,45
14:02:32,1.2,2.5,45
14:02:33,1.2,2.5,45
14:02:34,1.2,2.5,45
14:02:35,1.2,2.5,45
14:02:36,1.2,2.5,45
14:02:37,1.2,2.5,45
14:02:38,1.2,2.5,45
14:02:39,1.2,2.5,45
14:02:40,1.2,2.5,45
14:02:41,1.2,2.5,45
14:02:42,1.2,2.5,45
14:02:43,1.2,2.5,45
14:02:44,1.2,2.5,45
14:02:45,1.2,2.5,45
14:02:46,1.2,2.5,45
14:02:47,1.2,2.5,45
14:02:48,1.2,2.5,45
14:02:49,1.2,2.5,45
14:02:50,1.2,2.5,45
14:02:51,1.2,2.5,45
14:02:52,1.2,2.5,45
14:02:53,1.2,2.5,45
14:02:54,1.2,2.5,45
14:02:55,1.2,2.5,45
14:02:56,1.2,2.5,45
14:02:57,1.2,2.5,45
14:02:58,1.2,2.5,45
14:02:59,1.2,2.5,45
14:03:00,1.2,2.5,45
14:03:01,1.2,2.5,45
14:03:02,1.2,2.5,45
14:03:03,1.2,2.5,45
14:03:04,1.2,2.5,45
14:03:05,1.2,2.5,45
14:03:06,1.2,2.5,45
14:03:07,1.2,2.5,45
14:03:08,1.2,2.5,45
14:03:09,1.2,2.5,45
14:03:10,1.2,2.5,45
14:03:11,1.2,2.5,45
14:03:12,1.2,2.5,45
14:03:13,1.2,2.5,45
14:03:14,1.2,2.5,45
14:03:15,1.2,2.5,45
14:03:16,1.2,2.5,45
14:03:17,1.2,2.5,45
14:03:18,1.2,2.5,45
14:03:19,1.2,2.5,45
14:03:20,1.2,2.5,45
14:03:21,1.2,2.5,45
14:03:22,1.2,2.5,45
14:03:23,1.2,2.5,45
14:03:24,1.2,2.5,45
14:03:25,1.2,2.5,45
14:03:26,1.2,2.5,45
14:03:27,1.2,2.5,45
14:03:28,1.2,2.5,45
14:03:29,1.2,2.5,45
14:03:30,1.2,2.5,45
14:03:31,1.2,2.5,45
14:03:32,1.2,2.5,45
14:03:33,1.2,2.5,45
14:03:34,1.2,2.5,45
14:03:35,1.2,2.5,45
14:03:36,1.2,2.5,45
14:03:37,1.2,2.5,45
14:03:38,1.2,2.5,45
14:03:39,1.2,2.5,45
14:03:40,1.2,2.5,45
14:03:41,1.2,2.5,45
14:03:42,1.2,2.5,45
14:03:43,1.2,2.5,45
14:03:44,1.2,2.5,45
14:03:45,1.2,2.5,45
14:03:46,1.2,2.5,45
14:03:47,1.2,2.5,45
14:03:48,1.2,2.5,45
14:03:49,1.2,2.5,45
14:03:50,1.2,2.5,45
14:03:51,1.2,2.5,45
14:03:52,1.2,2.5,45
14:03:53,1.2,2.5,45
14:03:54,1.2,2.5,45
14:03:55,1.2,2.5,45
14:03:56,1.2,2.5,45
14:03:57,1.2,2.5,45
14:03:58,1.2,2.5,45
14:03:59,1.2,2.5,45
14:04:00,1.2,2.5,45
14:04:01,1.2,2.5,45
14:04:02,1.2,2.5,45
14:04:03,1.2,2.5,45
14:04:04,1.2,2.5,45
14:04:05,1.2,2.5,45
14:04:06,1.2,2.5,45
14:04:07,1.2,2.5,45
14:04:08,1.2,2.5,45
14:04:09,1.2,2.5,45
14:04:10,1.2,2.5,45
14:04:11,1.2,2.5,45
14:04:12,1.2,2.5,45
14:04:13,1.2,2.5,45
14:04:14,1.2,2.5,45
14:04:15,1.2,2.5,45
14:04:16,1.2,2.5,45
14:04:17,1.2,2.5,45
14:04:18,1.2,2.5,45
14:04:19,1.2,2.5,45
14:04:20,1.2,2.5,45
14:04:21,1.2,2.5,45
14:04:22,1.2,2.5,45
14:04:23,1.2,2.5,45
14:04:24,1.2,2.5,45
14:04:25,1.2,2.5,45
14:04:26,1.2,2.5,45
14:04:27,1.2,2.5,45
14:04:28,1.2,2.5,45
14:04:29,1.2,2.5,45
14:04:30,1.2,2.5,45
14:04:31,1.2,2.5,45
14:04:32,1.2,2.5,45
14:04:33,1.2,2.5,45
14:04:34,1.2,2.5,45
14:04:35,1.2,2.5,45
14:04:36,1.2,2.5,45
14:04:37,1.2,2.5,45
14:04:38,1.2,2.5,45
14:04:39,1.2,2.5,45
14:04:40,1.2,2.5,45
14:04:41,1.2,2.5,45
14:04:42,1.2,2.5,45
14:04:43,1.2,2.5,45
14:04:44,1.2,2.5,45
14:04:45,1.2,2.5,45
14:04:46,1.2,2.5,45
14:04:47,1.2,2.5,45
14:04:48,1.2,2.5,45
14:04:49,1.2,2.5,45
14:04:50,1.2,2.5,45
14:04:51,1.2,2.5,45
14:04:52,1.2,2.5,45
14:04:53,1.2,2.5,45
14:04:54,1.2,2.5,45
14:04:55,1.2,2.5,45
14:04:56,1.2,2.5,45
14:04:57,1.2,2.5,45
14:04:58,1.2,2.5,45
14:04:59,1.2,2.5,45
14:05:00,1.2,2.5,45
14:05:01,1.2,2.5,45
14:05:02,1.2,2.5,45
14:05:03,1.2,2.5,45
14:05:04,1.2,2.5,45
14:05:05,1.2,2.5,45
14:05:06,1.2,2.5,45
14:05:07,1.2,2.5,45
14:05:08,1.2,2.5,45
14:05:09,1.2,2.5,45
14:05:10,1.2,2.5,45
14:05:11,1.2,2.5,45
14:05:12,1.2,2.5,45
14:05:13,1.2,2.5,45
14:05:14,1.2,2.5,45
14:05:15,1.2,2.5,45
14:05:16,1.2,2.5,45
14:05:17,1.2,2.5,45
14:05:18,1.2,2.5,45
14:05:19,1.2,2.5,45
14:05:20,1.2,2.5,45
14:05:21,1.2,2.5,45
14:05:22,1.2,2.5,45
14:05:23,1.2,2.5,45
14:05:24,1.2,2.5,45
14:05:25,1.2,2.5,45
14:05:26,1.2,2.5,45
14:05:27,1.2,2.5,45
14:05:28,1.2,2.5,45
14:05:29,1.2,2.5,45
14:05:30,1.2,2.5,45
14:05:31,1.2,2.5,45
14:05:32,1.2,2.5,45
14:05:33,1.2,2.5,45
14:05:34,1.2,2.5,45
14:05:35,1.2,2.5,45
14:05:36,1.2,2.5,45
14:05:37,1.2,2.5,45
14:05:38,1.2,2.5,45
14:05:39,1.2,2.5,45
14:05:40,1.2,2.5,45
14:05:41,1.2,2.5,45
14:05:42,1.2,2.5,45
14:05:43,1.2,2.5,45
14:05:44,1.2,2.5,45
14:05:45,1.2,2.5,45
14:05:46,1.2,2.5,45
14:05:47,1.2,2.5,45
14:05:48,1.2,2.5,45
14:05:49,1.2,2.5,45
14:05:50,1.2,2.5,45
14:05:51,1.2,2.5,45
14:05:52,1.2,2.5,45
14:05:53,1.2,2.5,45
14:05:54,1.2,2.5,45
14:05:55,1.2,2.5,45
14:05:56,1.2,2.5,45
14:05:57,1.2,2.5,45
14:05:58,1.2,2.5,45
14:05:59,1.2,2.5,45
14:06:00,1.2,2.5,45
14:06:01,1.2,2.5,45
14:06:02,1.2,2.5,45
14:06:03,1.2,2.5,45
14:06:04,1.2,2.5,45
14:06:05,1.2,2.5,45
14:06:06,1.2,2.5,45
14:06:07,1.2,2.5,45
14:06:08,1.2,2.5,45
14:06:09,1.2,2.5,45
14:06:10,1.2,2.5,45
14:06:11,1.2,2.5,45
14:06:12,1.2,2.5,45
14:06:13,1.2,2.5,45
14:06:14,1.2,2.5,45
14:06:15,1.2,2.5,45
14:06:16,1.2,2.5,45
14:06:17,1.2,2.5,45
14:06:18,1.2,2.5,45
14:06:19,1.2,2.5,45
14:06:20,1.2,2.5,45
14:06:21,1.2,2.5,45
14:06:22,1.2,2.5,45
14:06:23,1.2,2.5,45
14:06:24,1.2,2.5,45
14:06:25,1.2,2.5,45
14:06:26,1.2,2.5,45
14:06:27,1.2,2.5,45
14:06:28,1.2,2.5,45
14:06:29,1.2,2.5,45
14:06:30,1.2,2.5,45
14:06:31,1.2,2.5,45
14:06:32,1.2,2.5,45
14:06:33,1.2,2.5,45
14:06:34,1.2,2.5,45
14:06:35,1.2,2.5,45
14:06:36,1.2,2.5,45
14:06:37,1.2,2.5,45
14:06:38,1.2,2.5,45
14:06:39,1.2,2.5,45
14:06:40,1.2,2.5,45
14:06:41,1.2,2.5,45
14:06:42,1.2,2.5,45
14:06:43,1.2,2.5,45
14:06:44,1.2,2.5,45
14:06:45,1.2,2.5,45
14:06:46,1.2,2.5,45
14:06:47,1.2,2.5,45
14:06:48,1.2,2.5,45
14:06:49,1.2,2.5,45
14:06:50,1.2,2.5,45
14:06:51,1.2,2.5,45
14:06:52,1.2,2.5,45
14:06:53,1.2,2.5,45
14:06:54,1.2,2.5,45
14:06:55,1.2,2.5,45
14:06:56,1.2,2.5,45
14:06:57,1.2,2.5,45
14:06:58,1.2,2.5,45
14:06:59,1.2,2.5,45
14:07:00,1.2,2.5,45
14:07:01,1.2,2.5,45
14:07:02,1.2,2.5,45
14:07:03,1.2,2.5,45
14:07:04,1.2,2.5,45
14:07:05,1.2,2.5,45
14:07:06,1.2,2.5,45
14:07:07,1.2,2.5,45
14:07:08,1.2,2.5,45
14:07:09,1.2,2.5,45
14:07:10,1.2,2.5,45
14:07:11,1.2,2.5,45
14:07:12,1.2,2.5,45
14:07:13,1.2,2.5,45
14:07:14,1.2,2.5,45
14:07:15,1.2,2.5,45
14:07:16,1.2,2.5,45
14:07:17,1.2,2.5,45
14:07:18,1.2,2.5,45
14:07:19,1.2,2.5,45
14:07:20,1.2,2.5,45
14:07:21,1.2,2.5,45
14:07:22,1.2,2.5,45
14:07:23,1.2,2.5,45
14:07:24,1.2,2.5,45
14:07:25,1.2,2.5,45
14:07:26,1.2,2.5,45
14:07:27,1.2,2.5,45
14:07:28,1.2,2.5,45
14:07:29,1.2,2.5,45
14:07:30,1.2,2.5,45
14:07:31,1.2,2.5,45
14:07:32,1.2,2.5,45
14:07:33,1.2,2.5,45
14:07:34,1.2,2.5,45
14:07:35,1.2,2.5,45
14:07:36,1.2,2.5,45
14:07:37,1.2,2.5,45
14:07:38,1.2,2.5,45
14:07:39,1.2,2.5,45
14:07:40,1.2,2.5,45
14:07:41,1.2,2.5,45
14:07:42,1.2,2.5,45
14:07:43,1.2,2.5,45
14:07:44,1.2,2.5,45
14:07:45,1.2,2.5,45
14:07:46,1.2,2.5,45
14:07:47,1.2,2.5,45
14:07:48,1.2,2.5,45
14:07:49,1.2,2.5,45
14:07:50,1.2,2.5,45
14:07:51,1.2,2.5,45
14:07:52,1.2,2.5,45
14:07:53,1.2,2.5,45
14:07:54,1.2,2.5,45
14:07:55,1.2,2.5,45
14:07:56,1.2,2.5,45
14:07:57,1.2,2.5,45
14:07:58,1.2,2.5,45
14:07:59,1.2,2.5,45
14:08:00,1.2,2.5,45
14:08:01,1.2,2.5,45
14:08:02,1.2,2.5,45
14:08:03,1.2,2.5,45
14:08:04,1.2,2.5,45
14:08:05,1.2,2.5,45
14:08:06,1.2,2.5,45
14:08:07,1.2,2.5,45
14:08:08,1.2,2.5,45
14:08:09,1.2,2.5,45
14:08:10,1.2,2.5,45
14:08:11,1.2,2.5,45
14:08:12,1.2,2.5,45
14:08:13,1.2,2.5,45
14:08:14,1.2,2.5,45
14:08:15,1.2,2.5,45
14:08:16,1.2,2.5,45
14:08:17,1.2,2.5,45
14:08:18,1.2,2.5,45
14:08:19,1.2,2.5,45
14:08:20,1.2,2.5,45
14:08:21,1.2,2.5,45
14:08:22,1.2,2.5,45
14:08:23,1.2,2.5,45
14:08:24,1.2,2.5,45
14:08:25,1.2,2.5,45
14:08:26,1.2,2.5,45
14:08:27,1.2,2.5,45
14:08:28,1.2,2.5,45
14:08:29,1.2,2.5,45
14:08:30,1.2,2.5,45
14:08:31,1.2,2.5,45
14:08:32,1.2,2.5,45
14:08:33,1.2,2.5,45
14:08:34,1.2,2.5,45
14:08:35,1.2,2.5,45
14:08:36,1.2,2.5,45
14:08:37,1.2,2.5,45
14:08:38,1.2,2.5,45
14:08:39,1.2,2.5,45
14:08:40,1.2,2.5,45
14:08:41,1.2,2.5,45
14:08:42,1.2,2.5,45
14:08:43,1.2,2.5,45
14:08:44,1.2,2.5,45
14:08:45,1.2,2.5,45
14:08:46,1.2,2.5,45
14:08:47,1.2,2.5,45
14:08:48,1.2,2.5,45
14:08:49,1.2,2.5,45
14:08:50,1.2,2.5,45
14:08:51,1.2,2.5,45
14:08:52,1.2,2.5,45
14:08:53,1.2,2.5,45
14:08:54,1.2,2.5,45
14:08:55,1.2,2.5,45
14:08:56,1.2,2.5,45
14:08:57,1.2,2.5,45
14:08:58,1.2,2.5,45
14:08:59,1.2,2.5,45
14:09:00,1.2,2.5,45
14:09:01,1.2,2.5,45
14:09:02,1.2,2.5,45
14:09:03,1.2,2.5,45
14:09:04,1.2,2.5,45
14:09:05,1.2,2.5,45
14:09:06,1.2,2.5,45
14:09:07,1.2,2.5,45
14:09:08,1.2,2.5,45
14:09:09,1.2,2.5,45
14:09:10,1.2,2.5,45
14:09:11,1.2,2.5,45
14:09:12,1.2,2.5,45
14:09:13,1.2,2.5,45
14:09:14,1.2,2.5,45
14:09:15,1.2,2.5,45
14:09:16,1.2,2.5,45
14:09:17,1.2,2.5,45
14:09:18,1.2,2.5,45
14:09:19,1.2,2.5,45
14:09:20,1.2,2.5,45
14:09:21,1.2,2.5,45
14:09:22,1.2,2.5,45
14:09:23,1.2,2.5,45
14:09:24,1.2,2.5,45
14:09:25,1.2,2.5,45
14:09:26,1.2,2.5,45
14:09:27,1.2,2.5,45
14:09:28,1.2,2.5,45
14:09:29,1.2,2.5,45
14:09:30,1.2,2.5,45
14:09:31,1.2,2.5,45
14:09:32,1.2,2.5,45
14:09:33,1.2,2.5,45
14:09:34,1.2,2.5,45
14:09:35,1.2,2.5,45
14:09:36,1.2,2.5,45
14:09:37,1.2,2.5,45
14:09:38,1.2,2.5,45
14:09:39,1.2,2.5,45
14:09:40,1.2,2.5,45
14:09:41,1.2,2.5,45
14:09:42,1.2,2.5,45
14:09:43,1.2,2.5,45
14:09:44,1.2,2.5,45
14:09:45,1.2,2.5,45
14:09:46,1.2,2.5,45
14:09:47,1.2,2.5,45
14:09:48,1.2,2.5,45
14:09:49,1.2,2.5,45
14:09:50,1.2,2.5,45
14:09:51,1.2,2.5,45
14:09:52,1.2,2.5,45
14:09:53,1.2,2.5,45
14:09:54,1.2,2.5,45
14:09:55,1.2,2.5,45
14:09:56,1.2,2.5,45
14:09:57,1.2,2.5,45
14:09:58,1.2,2.5,45
14:09:59,1.2,2.5,45
14:10:00,1.2,2.5,45
